Actual_Converted,Conversion_Probability,Lead_Score,Priority_Tier
1,0.9228,92.3,Hot
1,0.9231,92.3,Hot
1,0.9228,92.3,Hot
1,0.9232,92.3,Hot
1,0.9219,92.2,Hot
1,0.9222,92.2,Hot
1,0.9218,92.2,Hot
0,0.9216,92.2,Hot
1,0.9223,92.2,Hot
0,0.9212,92.1,Hot
1,0.9207,92.1,Hot
1,0.9215,92.1,Hot
1,0.9213,92.1,Hot
0,0.9211,92.1,Hot
1,0.9201,92.0,Hot
1,0.9204,92.0,Hot
1,0.9198,92.0,Hot
1,0.9196,92.0,Hot
1,0.9196,92.0,Hot
1,0.9205,92.0,Hot
1,0.9192,91.9,Hot
0,0.9189,91.9,Hot
0,0.9187,91.9,Hot
1,0.9189,91.9,Hot
0,0.9187,91.9,Hot
1,0.9192,91.9,Hot
1,0.9195,91.9,Hot
1,0.9188,91.9,Hot
1,0.9187,91.9,Hot
1,0.918,91.8,Hot
0,0.9178,91.8,Hot
1,0.9184,91.8,Hot
1,0.9184,91.8,Hot
1,0.9178,91.8,Hot
1,0.918,91.8,Hot
1,0.9177,91.8,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9173,91.7,Hot
0,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.917,91.7,Hot
1,0.9171,91.7,Hot
1,0.9166,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
0,0.9171,91.7,Hot
0,0.917,91.7,Hot
0,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
0,0.9171,91.7,Hot
0,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
0,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9172,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
0,0.9171,91.7,Hot
0,0.9171,91.7,Hot
0,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
0,0.9171,91.7,Hot
0,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
0,0.9171,91.7,Hot
0,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.917,91.7,Hot
1,0.9167,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9166,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9171,91.7,Hot
1,0.9157,91.6,Hot
1,0.9163,91.6,Hot
1,0.9163,91.6,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9153,91.5,Hot
0,0.915,91.5,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9149,91.5,Hot
1,0.9154,91.5,Hot
0,0.9154,91.5,Hot
1,0.9146,91.5,Hot
1,0.9152,91.5,Hot
1,0.9154,91.5,Hot
1,0.9145,91.5,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9154,91.5,Hot
1,0.9142,91.4,Hot
1,0.9138,91.4,Hot
1,0.9143,91.4,Hot
1,0.9138,91.4,Hot
1,0.9139,91.4,Hot
1,0.9132,91.3,Hot
1,0.9131,91.3,Hot
1,0.9126,91.3,Hot
1,0.9135,91.3,Hot
0,0.9133,91.3,Hot
1,0.9133,91.3,Hot
0,0.9117,91.2,Hot
1,0.9119,91.2,Hot
1,0.9121,91.2,Hot
1,0.9116,91.2,Hot
1,0.9121,91.2,Hot
1,0.9123,91.2,Hot
1,0.912,91.2,Hot
0,0.9124,91.2,Hot
1,0.9124,91.2,Hot
1,0.9107,91.1,Hot
1,0.9114,91.1,Hot
1,0.9107,91.1,Hot
1,0.9107,91.1,Hot
1,0.9109,91.1,Hot
1,0.9101,91.0,Hot
1,0.9095,91.0,Hot
1,0.9103,91.0,Hot
1,0.9101,91.0,Hot
1,0.9089,90.9,Hot
0,0.9083,90.8,Hot
1,0.9075,90.8,Hot
1,0.9078,90.8,Hot
1,0.9071,90.7,Hot
1,0.9072,90.7,Hot
1,0.9067,90.7,Hot
1,0.9073,90.7,Hot
1,0.9065,90.7,Hot
0,0.9067,90.7,Hot
1,0.9065,90.7,Hot
1,0.9065,90.7,Hot
1,0.9075,90.7,Hot
1,0.9065,90.7,Hot
1,0.9074,90.7,Hot
1,0.906,90.6,Hot
1,0.9064,90.6,Hot
1,0.9064,90.6,Hot
1,0.9064,90.6,Hot
1,0.9061,90.6,Hot
0,0.9053,90.5,Hot
0,0.9053,90.5,Hot
1,0.9055,90.5,Hot
1,0.9052,90.5,Hot
1,0.9039,90.4,Hot
1,0.9045,90.4,Hot
1,0.9041,90.4,Hot
0,0.9043,90.4,Hot
0,0.9045,90.4,Hot
1,0.9044,90.4,Hot
0,0.9042,90.4,Hot
0,0.9036,90.4,Hot
1,0.9039,90.4,Hot
0,0.9027,90.3,Hot
1,0.9027,90.3,Hot
1,0.9017,90.2,Hot
1,0.902,90.2,Hot
1,0.9022,90.2,Hot
1,0.9016,90.2,Hot
1,0.9021,90.2,Hot
1,0.9024,90.2,Hot
1,0.9017,90.2,Hot
1,0.9016,90.2,Hot
1,0.9015,90.2,Hot
1,0.9024,90.2,Hot
1,0.9024,90.2,Hot
1,0.9013,90.1,Hot
1,0.9012,90.1,Hot
1,0.9006,90.1,Hot
1,0.9013,90.1,Hot
1,0.8998,90.0,Hot
1,0.8997,90.0,Hot
1,0.8999,90.0,Hot
1,0.9002,90.0,Hot
0,0.9002,90.0,Hot
1,0.8999,90.0,Hot
1,0.9002,90.0,Hot
1,0.9002,90.0,Hot
1,0.9,90.0,Hot
1,0.899,89.9,Hot
1,0.8989,89.9,Hot
1,0.8991,89.9,Hot
1,0.8993,89.9,Hot
1,0.8986,89.9,Hot
0,0.8988,89.9,Hot
1,0.8987,89.9,Hot
1,0.899,89.9,Hot
0,0.898,89.8,Hot
1,0.8982,89.8,Hot
1,0.8979,89.8,Hot
0,0.8984,89.8,Hot
0,0.898,89.8,Hot
0,0.8982,89.8,Hot
1,0.8983,89.8,Hot
1,0.8979,89.8,Hot
1,0.898,89.8,Hot
0,0.8973,89.7,Hot
0,0.8967,89.7,Hot
1,0.8967,89.7,Hot
1,0.8974,89.7,Hot
1,0.8972,89.7,Hot
1,0.8967,89.7,Hot
1,0.8961,89.6,Hot
1,0.8958,89.6,Hot
1,0.8962,89.6,Hot
1,0.8963,89.6,Hot
1,0.8954,89.5,Hot
1,0.8952,89.5,Hot
1,0.8951,89.5,Hot
0,0.8952,89.5,Hot
1,0.8947,89.5,Hot
1,0.8937,89.4,Hot
1,0.8944,89.4,Hot
1,0.8945,89.4,Hot
1,0.8935,89.4,Hot
1,0.8942,89.4,Hot
1,0.8939,89.4,Hot
1,0.8945,89.4,Hot
1,0.8926,89.3,Hot
0,0.8926,89.3,Hot
1,0.8927,89.3,Hot
1,0.8933,89.3,Hot
1,0.893,89.3,Hot
1,0.8926,89.3,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
0,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
0,0.8915,89.2,Hot
0,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8918,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
0,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
0,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
0,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8919,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8924,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.892,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
1,0.8915,89.2,Hot
0,0.892,89.2,Hot
1,0.8914,89.1,Hot
1,0.8906,89.1,Hot
1,0.8906,89.1,Hot
1,0.8912,89.1,Hot
0,0.8912,89.1,Hot
1,0.8909,89.1,Hot
1,0.8899,89.0,Hot
1,0.8899,89.0,Hot
1,0.8902,89.0,Hot
1,0.8903,89.0,Hot
1,0.8902,89.0,Hot
1,0.8899,89.0,Hot
1,0.8898,89.0,Hot
1,0.8894,88.9,Hot
1,0.8886,88.9,Hot
1,0.8893,88.9,Hot
1,0.8892,88.9,Hot
1,0.8892,88.9,Hot
1,0.8885,88.9,Hot
1,0.8887,88.9,Hot
1,0.8891,88.9,Hot
1,0.8893,88.9,Hot
1,0.8889,88.9,Hot
0,0.8889,88.9,Hot
1,0.8881,88.8,Hot
1,0.8876,88.8,Hot
1,0.8882,88.8,Hot
0,0.8881,88.8,Hot
1,0.8882,88.8,Hot
1,0.8869,88.7,Hot
1,0.8874,88.7,Hot
0,0.8869,88.7,Hot
1,0.8873,88.7,Hot
1,0.8867,88.7,Hot
1,0.8869,88.7,Hot
1,0.8867,88.7,Hot
1,0.8864,88.6,Hot
1,0.8845,88.5,Hot
1,0.8837,88.4,Hot
1,0.8838,88.4,Hot
1,0.8844,88.4,Hot
1,0.8841,88.4,Hot
1,0.8836,88.4,Hot
1,0.8839,88.4,Hot
1,0.8828,88.3,Hot
1,0.8833,88.3,Hot
1,0.8828,88.3,Hot
1,0.8829,88.3,Hot
1,0.8829,88.3,Hot
1,0.8828,88.3,Hot
1,0.8821,88.2,Hot
0,0.8821,88.2,Hot
0,0.8815,88.2,Hot
1,0.8822,88.2,Hot
1,0.8821,88.2,Hot
0,0.8815,88.2,Hot
1,0.8816,88.2,Hot
1,0.8823,88.2,Hot
1,0.8806,88.1,Hot
1,0.8812,88.1,Hot
0,0.8807,88.1,Hot
1,0.8807,88.1,Hot
1,0.8807,88.1,Hot
1,0.881,88.1,Hot
1,0.8806,88.1,Hot
1,0.8804,88.0,Hot
1,0.8804,88.0,Hot
1,0.8796,88.0,Hot
1,0.8799,88.0,Hot
1,0.8798,88.0,Hot
1,0.88,88.0,Hot
1,0.8802,88.0,Hot
0,0.8795,88.0,Hot
0,0.8802,88.0,Hot
1,0.8796,88.0,Hot
1,0.8796,88.0,Hot
1,0.8797,88.0,Hot
1,0.8804,88.0,Hot
1,0.879,87.9,Hot
0,0.8793,87.9,Hot
1,0.8791,87.9,Hot
1,0.8792,87.9,Hot
1,0.8789,87.9,Hot
1,0.8791,87.9,Hot
0,0.8794,87.9,Hot
1,0.8778,87.8,Hot
1,0.8785,87.8,Hot
1,0.8782,87.8,Hot
1,0.8781,87.8,Hot
1,0.8781,87.8,Hot
1,0.8782,87.8,Hot
1,0.8783,87.8,Hot
0,0.8781,87.8,Hot
1,0.8784,87.8,Hot
1,0.8768,87.7,Hot
1,0.877,87.7,Hot
1,0.8768,87.7,Hot
1,0.8767,87.7,Hot
1,0.8765,87.7,Hot
1,0.8775,87.7,Hot
1,0.8774,87.7,Hot
1,0.8759,87.6,Hot
1,0.8759,87.6,Hot
1,0.8756,87.6,Hot
1,0.8759,87.6,Hot
1,0.8759,87.6,Hot
1,0.8753,87.5,Hot
1,0.8754,87.5,Hot
1,0.8755,87.5,Hot
1,0.8747,87.5,Hot
1,0.8753,87.5,Hot
1,0.8755,87.5,Hot
1,0.8753,87.5,Hot
1,0.8745,87.4,Hot
1,0.8743,87.4,Hot
1,0.8738,87.4,Hot
1,0.8735,87.4,Hot
1,0.8744,87.4,Hot
1,0.8739,87.4,Hot
1,0.8732,87.3,Hot
1,0.8734,87.3,Hot
1,0.8715,87.2,Hot
1,0.8719,87.2,Hot
1,0.8724,87.2,Hot
1,0.8706,87.1,Hot
1,0.8715,87.1,Hot
0,0.8704,87.0,Hot
1,0.8703,87.0,Hot
1,0.8697,87.0,Hot
0,0.8698,87.0,Hot
1,0.8702,87.0,Hot
0,0.8699,87.0,Hot
1,0.8696,87.0,Hot
0,0.8699,87.0,Hot
0,0.8704,87.0,Hot
0,0.8688,86.9,Hot
1,0.8695,86.9,Hot
1,0.8695,86.9,Hot
1,0.8695,86.9,Hot
1,0.8692,86.9,Hot
0,0.8678,86.8,Hot
0,0.8678,86.8,Hot
1,0.8678,86.8,Hot
0,0.8682,86.8,Hot
1,0.8671,86.7,Hot
1,0.8667,86.7,Hot
0,0.8671,86.7,Hot
1,0.8655,86.6,Hot
0,0.8665,86.6,Hot
1,0.8658,86.6,Hot
0,0.8661,86.6,Hot
1,0.8652,86.5,Hot
1,0.865,86.5,Hot
1,0.8646,86.5,Hot
0,0.8646,86.5,Hot
0,0.8648,86.5,Hot
1,0.8648,86.5,Hot
1,0.8648,86.5,Hot
0,0.8654,86.5,Hot
0,0.8639,86.4,Hot
1,0.8645,86.4,Hot
1,0.864,86.4,Hot
1,0.8639,86.4,Hot
1,0.8636,86.4,Hot
1,0.8631,86.3,Hot
1,0.8627,86.3,Hot
1,0.8625,86.2,Hot
1,0.8617,86.2,Hot
1,0.862,86.2,Hot
1,0.862,86.2,Hot
1,0.8609,86.1,Hot
1,0.8605,86.1,Hot
1,0.8613,86.1,Hot
1,0.861,86.1,Hot
1,0.8609,86.1,Hot
1,0.8613,86.1,Hot
0,0.8613,86.1,Hot
1,0.8605,86.1,Hot
1,0.861,86.1,Hot
1,0.86,86.0,Hot
1,0.8602,86.0,Hot
0,0.8596,86.0,Hot
1,0.8599,86.0,Hot
1,0.859,85.9,Hot
0,0.8588,85.9,Hot
0,0.859,85.9,Hot
0,0.8586,85.9,Hot
1,0.8588,85.9,Hot
1,0.8594,85.9,Hot
1,0.8592,85.9,Hot
0,0.8588,85.9,Hot
1,0.8583,85.8,Hot
1,0.8581,85.8,Hot
1,0.8582,85.8,Hot
1,0.8581,85.8,Hot
1,0.8583,85.8,Hot
1,0.8583,85.8,Hot
1,0.8567,85.7,Hot
1,0.8567,85.7,Hot
1,0.8565,85.7,Hot
1,0.8574,85.7,Hot
1,0.8569,85.7,Hot
1,0.8565,85.7,Hot
1,0.8571,85.7,Hot
0,0.8568,85.7,Hot
1,0.8565,85.7,Hot
1,0.8564,85.6,Hot
1,0.8563,85.6,Hot
0,0.8563,85.6,Hot
1,0.856,85.6,Hot
1,0.8554,85.5,Hot
1,0.8554,85.5,Hot
1,0.8554,85.5,Hot
1,0.8551,85.5,Hot
1,0.8539,85.4,Hot
1,0.8539,85.4,Hot
1,0.8536,85.4,Hot
1,0.8541,85.4,Hot
1,0.8544,85.4,Hot
1,0.8528,85.3,Hot
1,0.8531,85.3,Hot
1,0.8526,85.3,Hot
1,0.8533,85.3,Hot
1,0.8518,85.2,Hot
1,0.8523,85.2,Hot
0,0.8524,85.2,Hot
1,0.8524,85.2,Hot
1,0.8518,85.2,Hot
1,0.8508,85.1,Hot
0,0.851,85.1,Hot
1,0.8512,85.1,Hot
1,0.8513,85.1,Hot
1,0.8508,85.1,Hot
1,0.8505,85.0,Hot
1,0.8505,85.0,Hot
1,0.8486,84.9,Hot
1,0.8487,84.9,Hot
1,0.8491,84.9,Hot
1,0.849,84.9,Hot
1,0.8493,84.9,Hot
1,0.8478,84.8,Hot
1,0.8482,84.8,Hot
1,0.8477,84.8,Hot
1,0.8483,84.8,Hot
1,0.848,84.8,Hot
1,0.8477,84.8,Hot
1,0.8483,84.8,Hot
0,0.8472,84.7,Hot
0,0.8468,84.7,Hot
0,0.8469,84.7,Hot
1,0.8472,84.7,Hot
0,0.8458,84.6,Hot
1,0.8461,84.6,Hot
1,0.8465,84.6,Hot
1,0.8464,84.6,Hot
1,0.8458,84.6,Hot
1,0.8458,84.6,Hot
1,0.8465,84.6,Hot
1,0.8462,84.6,Hot
1,0.8447,84.5,Hot
1,0.8449,84.5,Hot
1,0.8454,84.5,Hot
1,0.8436,84.4,Hot
1,0.8443,84.4,Hot
1,0.8436,84.4,Hot
1,0.8437,84.4,Hot
1,0.8437,84.4,Hot
1,0.844,84.4,Hot
1,0.8433,84.3,Hot
1,0.8431,84.3,Hot
1,0.8432,84.3,Hot
1,0.8428,84.3,Hot
1,0.8427,84.3,Hot
1,0.8433,84.3,Hot
1,0.8423,84.2,Hot
1,0.8423,84.2,Hot
1,0.8416,84.2,Hot
1,0.8422,84.2,Hot
1,0.8425,84.2,Hot
0,0.8414,84.1,Hot
1,0.8412,84.1,Hot
1,0.8409,84.1,Hot
1,0.8406,84.1,Hot
0,0.8412,84.1,Hot
0,0.8398,84.0,Hot
1,0.8399,84.0,Hot
1,0.84,84.0,Hot
1,0.8401,84.0,Hot
1,0.8393,83.9,Hot
1,0.8393,83.9,Hot
1,0.8386,83.9,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8384,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
0,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8375,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8376,83.8,Hot
1,0.8368,83.7,Hot
1,0.8369,83.7,Hot
1,0.8372,83.7,Hot
0,0.8374,83.7,Hot
1,0.8365,83.7,Hot
0,0.8373,83.7,Hot
1,0.8365,83.7,Hot
1,0.8374,83.7,Hot
1,0.8356,83.6,Hot
1,0.836,83.6,Hot
0,0.8357,83.6,Hot
0,0.8348,83.5,Hot
0,0.8346,83.5,Hot
0,0.8352,83.5,Hot
1,0.8352,83.5,Hot
1,0.8343,83.4,Hot
0,0.8345,83.4,Hot
1,0.8331,83.3,Hot
1,0.8331,83.3,Hot
0,0.833,83.3,Hot
1,0.8316,83.2,Hot
1,0.8321,83.2,Hot
1,0.8318,83.2,Hot
0,0.831,83.1,Hot
1,0.8312,83.1,Hot
1,0.8306,83.1,Hot
1,0.8314,83.1,Hot
0,0.8308,83.1,Hot
1,0.8312,83.1,Hot
1,0.8312,83.1,Hot
1,0.8307,83.1,Hot
1,0.8301,83.0,Hot
0,0.8295,83.0,Hot
1,0.8295,83.0,Hot
1,0.8295,83.0,Hot
1,0.8303,83.0,Hot
1,0.8295,83.0,Hot
0,0.8301,83.0,Hot
1,0.8293,82.9,Hot
0,0.8287,82.9,Hot
1,0.8287,82.9,Hot
1,0.8275,82.8,Hot
1,0.8283,82.8,Hot
1,0.8268,82.7,Hot
0,0.8268,82.7,Hot
1,0.8267,82.7,Hot
1,0.8273,82.7,Hot
1,0.8261,82.6,Hot
1,0.8258,82.6,Hot
1,0.8261,82.6,Hot
1,0.8264,82.6,Hot
1,0.8264,82.6,Hot
0,0.8262,82.6,Hot
0,0.8257,82.6,Hot
1,0.8258,82.6,Hot
1,0.8252,82.5,Hot
1,0.8252,82.5,Hot
0,0.8249,82.5,Hot
1,0.8238,82.4,Hot
1,0.8244,82.4,Hot
1,0.8241,82.4,Hot
1,0.8232,82.3,Hot
0,0.8232,82.3,Hot
1,0.8228,82.3,Hot
0,0.8216,82.2,Hot
0,0.8215,82.2,Hot
1,0.8222,82.2,Hot
1,0.8215,82.2,Hot
1,0.8223,82.2,Hot
0,0.8215,82.2,Hot
1,0.8216,82.2,Hot
1,0.8208,82.1,Hot
0,0.8212,82.1,Hot
1,0.8208,82.1,Hot
1,0.8208,82.1,Hot
1,0.821,82.1,Hot
1,0.8196,82.0,Hot
1,0.8203,82.0,Hot
1,0.8203,82.0,Hot
0,0.8204,82.0,Hot
1,0.8203,82.0,Hot
1,0.8189,81.9,Hot
1,0.8189,81.9,Hot
1,0.8186,81.9,Hot
1,0.8188,81.9,Hot
1,0.8194,81.9,Hot
1,0.8179,81.8,Hot
0,0.8182,81.8,Hot
1,0.8182,81.8,Hot
1,0.8178,81.8,Hot
1,0.8174,81.7,Hot
1,0.8173,81.7,Hot
1,0.8172,81.7,Hot
1,0.8168,81.7,Hot
1,0.8173,81.7,Hot
1,0.8168,81.7,Hot
0,0.8163,81.6,Hot
1,0.8156,81.6,Hot
1,0.8163,81.6,Hot
0,0.8163,81.6,Hot
0,0.8163,81.6,Hot
0,0.8163,81.6,Hot
0,0.816,81.6,Hot
1,0.8148,81.5,Hot
1,0.8155,81.5,Hot
1,0.8149,81.5,Hot
1,0.8152,81.5,Hot
1,0.8145,81.5,Hot
1,0.8151,81.5,Hot
1,0.8155,81.5,Hot
1,0.8142,81.4,Hot
1,0.8135,81.4,Hot
1,0.8136,81.4,Hot
0,0.8142,81.4,Hot
1,0.8136,81.4,Hot
1,0.8142,81.4,Hot
1,0.8139,81.4,Hot
1,0.8139,81.4,Hot
1,0.8135,81.3,Hot
1,0.8127,81.3,Hot
1,0.8128,81.3,Hot
0,0.8133,81.3,Hot
1,0.813,81.3,Hot
1,0.8133,81.3,Hot
1,0.8121,81.2,Hot
1,0.8121,81.2,Hot
1,0.8121,81.2,Hot
1,0.8107,81.1,Hot
1,0.8107,81.1,Hot
1,0.8106,81.1,Hot
0,0.8115,81.1,Hot
0,0.8108,81.1,Hot
1,0.8112,81.1,Hot
1,0.8112,81.1,Hot
0,0.8114,81.1,Hot
0,0.8096,81.0,Hot
1,0.8103,81.0,Hot
0,0.81,81.0,Hot
1,0.8093,80.9,Hot
1,0.8088,80.9,Hot
1,0.8089,80.9,Hot
1,0.8084,80.8,Hot
0,0.808,80.8,Hot
1,0.8084,80.8,Hot
1,0.8081,80.8,Hot
1,0.808,80.8,Hot
1,0.808,80.8,Hot
1,0.8065,80.7,Hot
0,0.8065,80.7,Hot
0,0.8071,80.7,Hot
1,0.8075,80.7,Hot
1,0.8075,80.7,Hot
1,0.8063,80.6,Hot
0,0.8058,80.6,Hot
1,0.8058,80.6,Hot
0,0.8061,80.6,Hot
1,0.8048,80.5,Hot
1,0.8046,80.5,Hot
1,0.8055,80.5,Hot
1,0.8046,80.5,Hot
1,0.8051,80.5,Hot
1,0.8046,80.5,Hot
1,0.8039,80.4,Hot
1,0.8038,80.4,Hot
1,0.8043,80.4,Hot
0,0.8039,80.4,Hot
1,0.8037,80.4,Hot
0,0.8039,80.4,Hot
1,0.8019,80.2,Hot
1,0.8018,80.2,Hot
1,0.8017,80.2,Hot
1,0.8023,80.2,Hot
1,0.8008,80.1,Hot
1,0.7997,80.0,Hot
1,0.8005,80.0,Hot
1,0.8001,80.0,Hot
1,0.8,80.0,Hot
1,0.8002,80.0,Hot
1,0.7995,80.0,Hot
1,0.7994,79.9,Hot
1,0.7987,79.9,Hot
1,0.7995,79.9,Hot
1,0.7989,79.9,Hot
1,0.7986,79.9,Hot
1,0.7994,79.9,Hot
0,0.7986,79.9,Hot
1,0.7979,79.8,Hot
1,0.7981,79.8,Hot
0,0.7968,79.7,Hot
1,0.7966,79.7,Hot
1,0.7966,79.7,Hot
1,0.7961,79.6,Hot
1,0.7952,79.5,Hot
0,0.7954,79.5,Hot
1,0.7953,79.5,Hot
1,0.7952,79.5,Hot
0,0.7949,79.5,Hot
1,0.7953,79.5,Hot
1,0.7937,79.4,Hot
1,0.7939,79.4,Hot
0,0.7927,79.3,Hot
1,0.7933,79.3,Hot
1,0.7933,79.3,Hot
1,0.7924,79.2,Hot
1,0.7917,79.2,Hot
1,0.7912,79.1,Hot
0,0.7897,79.0,Hot
1,0.7896,79.0,Hot
0,0.7897,79.0,Hot
1,0.7897,79.0,Hot
1,0.7899,79.0,Hot
0,0.7887,78.9,Hot
1,0.7885,78.9,Hot
1,0.7894,78.9,Hot
1,0.7887,78.9,Hot
1,0.7875,78.8,Hot
1,0.7879,78.8,Hot
0,0.7883,78.8,Hot
1,0.7879,78.8,Hot
1,0.7881,78.8,Hot
0,0.7875,78.8,Hot
0,0.788,78.8,Hot
1,0.7879,78.8,Hot
1,0.7873,78.7,Hot
0,0.7867,78.7,Hot
1,0.7873,78.7,Hot
1,0.7856,78.6,Hot
1,0.7859,78.6,Hot
1,0.7856,78.6,Hot
1,0.7859,78.6,Hot
1,0.7863,78.6,Hot
1,0.7855,78.6,Hot
0,0.7863,78.6,Hot
1,0.7864,78.6,Hot
1,0.7863,78.6,Hot
1,0.7853,78.5,Hot
0,0.7854,78.5,Hot
1,0.7855,78.5,Hot
0,0.7854,78.5,Hot
1,0.7836,78.4,Hot
1,0.7838,78.4,Hot
1,0.7825,78.3,Hot
